crm,Y0901,Y0902,Y0903,Y0904,Y0905,Y0906,Y0907,Y0908,Y0909,Y0910,Y0911,Y0912,Y1001,Y1002,Y1003,Y1004,Y1005,Y1006,Y1007,Y1008,Y1009,Y1010,Y1011,Y1012,Y1101,Y1102,Y1103,Y1104,Y1105,Y1106,Y1107,Y1108,Y1109,Y1110,Y1111,Y1112,Y1201,Y1202,Y1203,Y1204,Y1205,Y1206,Y1207,Y1208,Y1209,Y1210,Y1211,Y1212,Y1301,Y1302,Y1303,Y1304,Y1305,Y1306,Y1307,Y1308,Y1309,Y1310,Y1311,Y1312,Y1401,Y1402,Y1403,Y1404,Y1405,Y1406,Y1407,Y1408,Y1409,Y1410,Y1411,Y1412,Y1501,Y1502,Y1503,Y1504,Y1505,Y1506,Y1507,Y1508,Y1509,Y1510,Y1511,Y1512,Y1601,Y1602,Y1603,Y1604,Y1605,Y1606,Y1607,Y1608,Y1609,Y1610,Y1611,Y1612,Y1701,Y1702,Y1703,Y1704,Y1705,Y1706,Y1707,Y1708,Y1709,Y1710,Y1711,Y1712,Y1801,Y1802,Y1803,Y1804,Y1805,Y1806,Y1807
1102,3395,,1047,,2198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,8986,-1002,1998,1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,16976,20307,18215,20127,7440,6192,13132,5522,16247,11986,28003,23052,23458,15269,21379,9824,26616,10987,13619,19551,8880,25065,22617,19814,40533,46498,12389,22153,21407,3627,12151,7268,19393,19937,30620,15031,23781,22929,24007,16372,15630,12429,18005,20114,13427,36490,13579,20886,25442,55797,25861,-8400,16153,11183,10944,24686,15324,15150,33978,15573,24028,17397,25922,7743,34484,7360,7950,14773,8880,29761,29360,21834,7985,33171,33730,10939,15843,14472,13978,14279,12387,33664,16968,22506,29589,36056,24580,6703,6192,34605,21279,13985,11192,13764,21676,33166,21378,13022,10398,-1798,,,,,,,,,,,,,,,
1105,549,12000,25949,9233,23072,14648,33001,14902,23117,19218,18896,22014,16898,5011,6820,16262,27548,15787,22104,19407,28968,22859,35529,16345,23609,20807,18094,10211,17645,11911,11053,14812,13470,36029,22014,13413,20751,6407,12818,16954,27775,17162,15262,7507,8944,12153,15702,16907,11045,8536,8730,10913,9457,7156,15002,6814,935,10165,2226,2712,6650,6140,1455,11195,17087,10770,13086,4292,8913,1785,12015,7690,9223,3143,-1010,25085,19553,18992,6677,8690,16309,3722,10205,7923,8244,17316,16434,12202,11661,22165,6240,11679,9982,9484,11982,5190,16269,7030,9135,13474,4891,9285,12424,17177,13687,6091,5742,10489,17679,15681,3394,12788,20376,3195,2994
1106,89757,116893,160249,126042,121707,105431,123101,77811,121140,136940,160946,166339,161310,138991,159526,188625,135721,150026,154963,197851,147911,186139,207403,158153,203988,171683,245408,176080,241449,217469,219688,214064,265635,221604,235991,218870,289638,246397,260415,222784,252763,219242,222755,229594,172534,236961,215924,141489,255918,204643,346069,174905,222286,200390,195597,225719,203514,294884,284746,191920,277033,212709,256498,223222,252670,243246,259611,239633,292437,312309,207559,297875,248590,264380,245199,221709,215113,273151,259083,292085,271400,199237,262098,279411,256371,261025,281855,274155,274699,299675,341678,361901,-136175,-92385,-31560,-8690,-22918,-1398,21522,,,,,,,,,-1699,,,,,,,
1107,15334,8490,12702,4396,8740,1249,6193,3896,-545,7094,4396,10143,13136,4147,8292,6792,5094,15610,7709,6325,10839,7414,5544,1554,,5594,2297,1698,1100,1698,1117,598,6994,9692,3696,-3396,,,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,1798,9435,12529,4187,4978,9305,9764,11013,15500,14385,11639,21179,13534,10105,12020,3096,15284,13205,21101,19681,23404,2198,17235,11999,14903,9426,16014,14613,12208,11846,8643,16230,17108,12196,19055,10827,12675,15016,4985,14882,5480,21129,8630,8210,7898,3335,10060,12622,23995,15690,25427,8241,14230,9281,23845,883,14145,21188,13194,5687,16417,4437,15927,26250,6054,14093,19960,21144,19113,13578,14155,15529,23143,22591,11212,23866,16200,39484,19470,12930,19779,15460,18679,19880,17852,13995,13711,11228,19301,11731,19018,19776,7343,13080,19774,9888,27018,15281,9186,14486,14585,12181,22974,17679,7789,12780,9687,18977,8690,14980,15929,15079,5091,16184,14683
1109,,,9175,18331,13646,9338,23872,29639,21388,8186,7013,27676,8873,1183,11785,11967,38514,18706,33780,19228,17036,13914,19755,18089,20011,18861,25838,14142,26823,25989,23498,31403,15397,18112,4931,20310,20274,16212,20717,24376,7059,7864,12524,3003,12950,25300,16657,17417,10274,32317,16190,30498,23167,30187,8163,21936,38784,36389,15303,835,27616,15762,24561,32313,27590,12978,22491,33756,26916,11304,24811,26066,6158,11929,16886,32811,4875,12278,16542,13744,26578,13883,16671,22252,10870,20346,10304,22237,18516,31055,14781,33859,7442,19275,22051,9189,-2697,15479,14983,18275,26620,20379,10481,24672,18573,13681,18380,6991,22321,15879,6591,21573,21377,14681,17931
1110,-500,,,18118,13188,841,-444,475,382,5594,6606,11156,10522,2349,2364,18434,2665,12640,2945,2550,-3648,10392,28312,-1866,9129,13394,3489,6027,6003,10176,740,5872,11343,7710,30501,5552,37430,-8892,14088,2234,11665,6417,6275,4136,22590,1141,20282,8042,21605,34867,23266,-6748,-2660,22443,-2457,1854,14228,23023,45471,6455,50701,14655,-2153,5946,6380,11461,11670,9043,27035,13907,8110,8998,47247,25721,28462,24802,11552,-10825,2952,13786,27522,21747,2801,1663,35260,6144,30122,8101,14743,16975,5891,3396,21983,14986,25378,24023,12886,15589,17781,17182,25582,7094,7334,13544,19584,20680,20485,10489,34469,29477,24375,15284,-202,5194,-4996
1111,498,5491,9897,30992,34177,38817,16211,12087,45177,11105,38018,27544,25357,25678,30809,65805,29456,27326,19548,29433,30839,17051,39940,26035,28738,15068,38566,10572,27309,11815,28270,30058,11626,22785,17487,15893,28973,30286,28822,18758,34046,14310,16858,50988,2084,28110,35362,47053,18018,23301,15881,59131,15963,63385,10751,21765,30967,65727,20354,38456,41397,10512,55011,37475,29214,32938,27229,30314,17366,39573,60265,38449,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,,,,19485,51790,30960,30399,25643,31575,16010,17391,22735,26483,19142,35225,31445,26418,16170,53351,26847,23302,32754,17442,38511,58377,6791,30700,42327,22049,23636,54663,22975,31109,39549,22446,41466,39557,31207,31693,46351,56132,42237,18089,54436,13624,44630,41831,29581,34344,66655,55105,65964,42465,50285,50454,39355,37676,14292,61806,10279,7387,42557,36570,22923,43185,57730,24955,24918,26884,18411,29943,35247,25183,33373,34691,38726,19954,36680,39572,27315,30067,67537,26885,33046,10400,12266,33025,13765,31540,15844,26472,37015,27925,25741,14223,34213,19636,24739,33611,23378,42354,17274,25226,26824,8843,25619,33464,17077,24363,31651,23274,18083,37463,24871,46007
1113,29701,33713,47143,26756,50500,25505,54171,41033,51255,53616,38797,26200,33050,33640,37726,52151,36487,34877,28870,44333,37643,43665,39850,23522,47130,36917,58463,29096,51233,34340,38815,39095,38462,36686,56225,27094,31792,58393,55792,41202,30372,56469,38066,41869,35491,39615,66909,38067,35387,40316,51115,49549,45685,52963,39241,32657,25546,85926,70158,29459,33990,47694,37998,53303,48096,38872,57935,38824,33253,28594,43117,56138,40359,55133,74833,65500,43075,52457,37542,47071,31150,43122,73362,40915,34940,59290,70626,60286,33576,59944,51069,48530,40063,36198,67311,31848,37144,51777,56176,48928,27760,54125,46186,56058,27694,48483,30060,39747,48838,48540,55732,29207,35550,41194,41241
1114,,,,,20153,31649,24410,32948,35210,17423,22361,53742,40159,28763,45912,26624,41513,48759,31860,9539,42162,23382,54278,16723,25914,39702,10534,23959,39305,45260,21315,47488,32396,49608,70551,20513,49000,42407,29682,50806,39585,35479,40996,52041,53079,27601,22371,31959,45549,21022,117731,28839,34403,37748,53232,34923,64532,72096,65344,45720,59248,38865,52224,63672,61624,51926,33586,47889,44417,68982,33517,38560,41762,37007,57358,47153,60403,41539,43715,51079,68755,24212,46070,37026,52706,41687,36533,45440,51719,74958,41255,37649,90514,24137,25269,31612,55411,14685,11948,6689,7890,2198,9986,32661,16082,17457,33472,60644,49079,16599,45800,62988,41781,82048,20924
1115,997,7786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,8391,,,,9758,23479,18002,15269,25423,24410,9195,30019,18440,9475,11319,19776,23355,12643,34012,28113,29980,35353,25171,9186,17310,21458,24087,9375,41759,2020,23154,57792,37104,23232,16969,22606,18656,25401,19567,23542,55090,6129,23788,15830,18597,11381,21927,22013,21007,14339,31154,51004,52136,35579,33769,26723,53178,40629,39821,32513,39598,10516,33295,49290,25460,32823,9598,21055,49491,27533,14984,19456,19143,23109,43703,19485,56076,43181,20904,17971,25302,45898,35480,25213,14440,38477,33209,39831,73604,39359,31217,54447,40405,35413,58094,23925,38608,28219,66839,35663,38307,54148,35322,38060,21934,34865,27975,24875,28421,44251,35385,28369,30768,40058,31671
1117,,,,,13377,28679,1656,-1747,12540,17033,11957,17216,5799,4953,682,2146,11979,8351,1594,6936,10373,25585,8541,19560,531,17590,20770,23028,13828,15610,30866,41761,16038,29127,15708,8036,30619,27990,29189,17282,7787,11303,15850,7726,24296,7995,11767,15172,3624,7046,8884,27649,2856,2327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,3896,,2198,1698,3592,,,1698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,,10584,8438,11404,8468,7946,14227,6468,5923,17123,15886,17861,15021,10259,10498,19632,15737,20071,18007,21374,15048,7844,13490,5944,15423,11381,19497,12589,6950,8291,17037,14551,6605,9643,9818,16869,9039,13040,16067,9573,13880,11926,6803,18366,4262,9736,22042,9214,-5426,9734,23955,17474,21583,10395,12654,8161,18082,4816,35659,28478,10927,20699,14537,15891,17849,17558,22018,27390,20040,29123,22290,17105,16345,18697,23397,17608,12201,8633,38380,17775,24152,15196,20283,20750,12081,17298,21716,32371,24355,26149,1295,20377,30063,33458,25863,22047,18479,29613,26968,22475,29461,26671,13983,28428,13087,43515,29470,34763,15244,17777,21873,22774,32216,31268,9288
1120,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,,,1240,,,,1550,11397,14989,8791,12052,6710,8621,6562,6185,6174,4577,8746,8832,15402,11844,4301,11176,6361,7678,9727,9195,850,6651,1733,6347,4498,23498,10598,1004,6488,275,-375,1719,5225,10871,4354,2971,6000,10178,2953,167,4895,5177,6214,5810,2192,1299,-1298,1817,2134,2448,16410,6081,8831,8208,5110,7741,8488,22008,7581,16855,10606,22557,8647,1955,7569,12135,20764,13306,6778,14673,10574,24437,1482,7290,16597,4164,10309,12586,4495,6713,15680,14478,32314,10592,15034,12688,14345,11386,13978,9089,9487,9691,6840,18942,16282,6591,11713,11685,10037,12388,,,,,,,,
1122,,,1698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,,,-498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,,,,,,4895,-1798,22678,18681,14925,9791,34579,7091,22827,12831,15983,20837,29030,27533,28654,12265,23529,8042,23461,37797,19287,24524,22485,19152,12704,12272,17104,36477,26349,1912,7030,28346,28586,10508,52187,22213,15217,39135,22346,27291,5717,39896,27198,17546,40070,37857,52112,23196,16053,64304,31833,59544,46849,8456,20339,34316,27415,34632,31224,27466,8036,31935,24784,14819,14082,19525,17589,16063,9310,11705,6743,11099,6608,11747,-274,5542,2676,-2309,9243,13528,1418,4170,23337,13089,9285,14484,4196,14986,18780,7591,27679,24378,14786,28724,11287,5893,11691,4094,8092,21080,11240,16285,39463,,7592,6594,8192,10891,52350,7493
1127,,,,,1796,7091,7989,1680,-2362,3411,7038,1297,6093,4396,982,6409,8993,6539,5520,50,4763,6837,6143,4445,9396,5234,6379,7128,9081,10306,-4059,4204,8465,2315,7601,8405,10490,-3156,5038,218,4043,1348,624,-2198,1416,5432,1408,1433,2920,4369,9371,10293,11340,-65,9612,4892,6145,5774,11204,7842,12948,7955,14672,14629,1825,-1443,3546,9863,-3649,7127,5135,4491,-2797,6888,220,9968,9730,8843,27317,-16259,4748,5126,17577,-2683,11746,5167,10217,8171,5678,4594,7192,11691,8392,-2598,2499,4096,3698,699,,,,,,,,,,,,,,,,,
1128,296,,,,,2848,1709,11726,5565,952,5525,7091,3671,1849,6782,3113,2273,8831,7218,5566,6939,11980,4961,1412,7832,261,10324,-861,2949,8128,7437,2115,12266,9648,-551,850,-1772,3834,4444,3410,,2191,817,3330,9788,6282,10234,-350,11222,1414,964,-575,4340,3320,1697,144,9654,-560,-4676,,,1117,,1538,2827,3291,1148,2164,2675,1385,5014,698,1340,109,2653,948,3825,-265,752,2364,1734,349,,,,450,838,5895,3317,1096,-7495,698,2598,899,,1398,899,3994,1249,5580,399,4489,8788,7638,4195,5238,6292,4695,2089,4394,2596,12286,5988,-201,1797
1129,4946,2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,-702,399,4212,,-399,4647,-2347,,-799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,,,,,,,,,-815,,1516,9985,4973,12501,13592,46364,40477,31047,-2397,26193,4477,13581,15293,3744,22720,23689,8054,9844,50296,18816,7924,25930,33140,4188,21398,24916,14426,6395,3259,20159,22802,18067,16379,1817,16527,14320,13638,13019,10904,16724,12532,39473,28435,11841,9419,13441,12630,20489,13476,13127,10267,2545,7554,14346,16984,11552,13819,15936,16360,15016,10879,15541,15431,4418,23424,26256,19598,-1735,20032,10465,8703,29651,21970,30246,15508,-1278,2368,26011,11336,15869,5093,11782,32666,20927,14586,6588,5794,,,,,,,,,,,,,,,,,,
1133,,,,,,1299,7792,5066,770,-2698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,,,,,,1050,6368,4792,6143,1348,15679,38939,-27643,10789,4175,26767,-1449,-5094,4397,3596,4966,2498,4036,1511,1898,3646,199,1498,3651,1499,2463,8680,1623,1562,5596,-848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,,,,,,,,1198,,11435,1898,-132,966,,-949,1715,,7826,1898,,,1432,1415,4213,,,849,,2647,2998,,1498,,,8394,1498,,,,,,,,1758,3517,519,,1098,,6356,,2337,,1038,,,,3178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,,,,,,6245,19864,17994,24907,25371,17629,17626,19070,19072,31111,29371,14413,21070,12483,12136,-400,30431,22644,7857,19119,25437,6381,14668,25186,11743,15548,24873,44011,22072,22777,2129,17443,24821,31212,12720,22868,44895,12789,21125,20320,14873,25959,26271,18066,24574,6654,58591,22865,14987,24507,29244,8413,19929,16506,10764,19452,16016,14676,16448,11938,21492,7825,14158,15987,20649,10301,9840,32296,18245,40499,4562,7611,20773,16084,22388,13140,16984,8618,11007,20019,14919,1245,-6247,-1776,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,,,,,,855,228,,,349,,,5642,9838,5046,4512,7272,13369,10097,4077,6474,6176,8431,5847,7586,10558,12884,1181,1064,-1615,2982,19367,3577,2075,3416,9361,13740,173,18492,-8753,5522,-10084,9949,4154,2074,6338,7667,10187,5838,21909,1889,8099,606,9379,6680,11798,3815,-666,8968,3930,15852,16627,19030,3209,12529,485,15039,5100,11672,6102,8660,20408,10595,25274,29819,13394,28697,2802,14875,1693,4692,15628,15753,23132,32944,3843,12743,5491,3637,7493,540,20773,11986,15685,28675,18331,15382,14986,21677,8290,4845,16282,8190,12184,5394,29568,21378,22678,18477,9989,9589,21928,24377,-1699,12985
1143,,,,,,,,,,,,2698,7894,8044,-2698,,5696,2998,10541,4645,19916,9813,14387,-3198,14146,1816,16244,6608,11506,1704,7792,9106,9444,6158,13780,4337,9586,6692,12485,14011,18150,7861,10488,13341,-402,22560,7099,13781,10968,9719,2596,13460,16082,8128,4636,17131,18454,1684,17787,13932,10564,10630,5445,22594,10237,12846,13480,9817,10430,25213,10375,8883,15957,16532,15982,10902,9211,15167,17055,19012,24803,24250,13965,5126,11886,15070,23872,8889,12586,14008,8982,23178,12990,14085,15588,1398,20581,20727,22275,897,12284,13682,,34461,20875,3293,1200,20178,25675,13834,-2000,13386,12586,16782,15083
1144,,,,,,,,39016,33337,29074,28045,24777,22194,20303,134392,50871,7714,34246,45403,70119,28728,40258,52528,54340,-12933,-11288,-3452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,,,,,,,,,20618,35165,31853,15750,24125,26449,29729,53386,44922,35104,19897,17104,19892,61521,35858,70051,43396,32938,53900,41373,27198,7765,28554,30054,37668,47901,24328,24509,40016,25563,51547,43531,58084,31308,21923,67538,44613,41957,28309,35859,32435,54668,66815,64364,63182,15495,45559,19544,57923,30630,52276,76625,32393,57396,65954,30771,53293,27650,56742,32147,58932,37855,30459,68393,39962,19306,55848,42252,15124,51822,45269,49518,24006,23708,34727,38506,17353,10183,43195,51625,29380,53844,51074,39203,27012,43078,22727,-3592,-1896,-399,-2598,,,,,,,,,500,,,,,,,
1146,,,,,,,,,,,8224,24674,8275,-998,932,2595,14705,29343,1990,22454,2649,17286,10497,-1964,24093,437,20620,12099,10804,11828,3129,12002,1652,24172,4472,635,15595,8079,14647,18088,9435,1419,-4188,12013,4726,9915,12234,8647,5272,5873,5808,14648,13563,6856,1896,23568,2047,6941,19892,1381,14128,10443,3829,20046,13486,2774,6052,14905,272,1972,5286,13453,8140,12082,6334,367,4996,20235,3324,9635,3872,16460,1061,15939,9206,5143,2530,9489,7606,1598,2598,15088,11689,15486,7842,899,4245,14688,-10392,6490,2896,10485,,,,,,,,,,,,,
1147,,,,,,,,,,,,,,,2998,2998,2998,,,,1412,-1378,,-483,-1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,1797,,,,,,,,53295,2987,12530,8551,19932,13306,31107,5001,15777,26762,19637,10441,9085,15458,26080,28144,28112,842,56239,-15799,11633,-912,7643,8116,4129,16207,7142,15451,4153,30885,47532,-817,3738,14076,20117,26895,5551,23851,16216,44301,5871,15626,5772,18759,10272,22355,27106,23681,26316,35158,36317,9155,20985,6938,25271,21952,25257,44720,17137,17868,32953,42254,14299,14431,5582,7493,22010,34318,22824,19765,21782,13633,25416,8443,21376,21594,31125,25340,36206,16509,9776,31815,16765,15333,9889,19482,17626,9699,31574,22178,6842,8590,19584,24677,18486,35065,11588,19529,30120,36061,10485,14983,-4644,-1798,,-2598,
1150,,,,,,,,,798,2395,11416,12703,3264,7390,9190,14098,23712,17714,11862,13426,8375,14314,31858,11009,17973,18440,16226,8623,14124,12110,26857,13289,24697,20994,19135,5789,15877,42256,15558,26643,26245,29277,16947,17004,11276,27209,23597,9064,14427,11454,24560,10033,14291,21399,3512,16669,14811,10429,15655,13385,28728,8616,11052,17408,21779,16547,6077,26062,29259,10435,14107,11927,26545,14642,11363,26625,10432,-375,4915,3557,5546,6033,3211,2846,1558,3056,3025,8245,13415,15783,11386,16377,13385,11636,22874,16229,17082,13486,12887,13881,12389,16181,17982,18083,17485,20982,10388,16084,18980,3995,14187,18382,6191,8841,11788
1151,2396,,,,,,,,9441,49006,20546,14968,20686,40809,46313,54291,48460,66022,29173,42651,36678,7776,28090,41592,20823,33066,52641,67326,41260,38637,73717,23957,54712,50091,52882,6266,15739,26077,64654,32251,21578,22735,34992,47055,25779,-1499,-4497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,,,,,,,,,4843,9338,11933,9535,10235,550,8260,1898,6843,13272,6737,-51,8909,3101,8509,7048,12648,11073,4395,10101,12608,30144,4921,6391,14645,3588,2546,9814,5369,6624,-1596,13932,30362,4737,-194,17934,5649,8800,7732,10859,7375,11844,12906,30732,6530,7719,12996,19418,4338,19175,23838,12327,17075,8685,31715,20353,20117,14563,18039,29212,8868,23027,14835,18496,15724,11340,9352,26673,8219,21131,25485,6780,8060,17457,27502,13946,36894,17804,10715,34094,19519,39969,15983,17932,21178,10285,18782,22689,19381,23277,9245,15387,12844,37472,24677,12148,39160,12496,18181,24685,10289,7389,15782,13881,30944,13885,18780
1153,,,,,,,,,2398,1798,,299,,849,17537,-4596,1198,2246,,,6294,-3596,7992,4197,5194,3896,3896,3115,4496,4496,-4496,4096,364,10588,1873,3943,6806,5524,3440,12415,13556,519,4496,7541,8181,14388,3746,-6954,,27250,2198,9398,20304,2747,13330,15755,7103,15618,9470,7341,6192,11350,17884,10190,13668,3660,-795,15312,22940,10768,6285,16507,4696,1376,19839,4838,15060,1589,7945,14820,546,4012,,4696,3718,2818,15386,5196,5012,26462,10787,12482,5794,10386,6093,1798,9390,14786,3208,-1299,18383,17580,-1398,1398,3194,32771,17383,6189,14091,17781,14987,13488,5995,15285,18083
1154,,,,,,,,,7093,,-1001,8039,1151,7689,5194,-1597,14471,1877,13740,1811,5161,15785,7809,7632,11459,13609,-1883,2867,21992,10500,613,2097,6248,9041,7896,10096,7278,1566,13995,4979,18686,1810,6644,7580,-2198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,,,,,,,,,,1147,,3395,7382,5711,2892,5371,17969,13947,23431,7828,14318,21396,9405,2996,11039,2425,9517,16069,9926,16331,5521,2309,7071,12552,7696,6319,2996,7638,2035,11786,7358,4828,4609,4575,5534,6784,6492,3599,7244,9153,-1102,5831,9935,14344,9434,2682,8410,16425,4881,3036,1826,6912,17244,8449,22786,52,2165,5893,5747,10150,3699,8278,678,3590,11555,15727,9946,-978,10834,9001,10919,4893,3650,10987,12978,28530,11988,-615,10370,11996,7240,9190,2742,7992,26724,20482,-2998,13530,2496,9538,8390,22178,2297,10385,19780,6191,10291,17182,3596,-202,8892,6691,10684,12484,11188
1158,,,,,,,,,,,,,5392,20393,23890,16348,30925,21361,14187,15991,11842,37065,7886,30640,8271,19800,26171,13748,33283,12304,47948,32942,54338,19324,35659,23195,21550,28357,29928,25254,45575,41006,29045,-2103,21180,67502,1592,24038,43239,18180,61739,32695,9135,42479,58465,27122,42122,28070,8851,22347,17245,24835,57668,28772,26980,10560,34553,25603,9198,37687,25387,33525,17228,44478,61351,9565,31135,37595,14730,34466,41598,41440,37710,54970,34887,25172,64813,17923,21237,44164,25425,58055,-2000,53153,15884,33769,12090,17786,11891,23324,17837,-4396,-2497,-3387,-1589,,-699,1000,,,,,,,
1159,,,,,,,,,,,,8041,3512,6442,10636,17775,18674,1210,8688,12623,3696,2297,12666,9839,7930,14886,12302,13090,26786,14685,14330,14282,1516,21255,5123,8067,8875,13162,2809,3234,27583,14424,8531,8699,15346,7218,18898,1482,2439,8490,14049,18154,28520,3384,11089,7841,14360,7973,14765,26770,6469,2937,10120,19257,12294,21102,20212,9296,20719,3785,5540,13632,3770,14363,14610,11516,11590,843,1860,13699,8579,5883,389,8902,18389,682,12130,9060,11288,9591,11089,8891,13687,21279,2897,-2598,5793,7991,399,3596,12689,5793,3495,8790,4695,11088,4095,11687,4994,1798,4994,5793,15483,1699,8390
1160,,,,,,,,,,,,16293,12052,23504,14416,18175,9042,16069,7095,17518,24342,28666,692,7790,16443,35452,46831,37848,29586,11696,15008,34718,13667,14199,4044,-1085,26775,41287,8558,6081,41210,42310,19124,43925,17783,29839,29738,17648,15498,26549,19267,15807,34790,11964,26665,3375,29002,10202,33657,17985,25242,34932,5620,6172,29998,13904,386,1955,19637,-123,19656,16031,32415,12019,7694,10421,16513,26946,10701,4685,28262,19747,-4194,9254,5528,15960,12090,-2303,20751,3098,9888,26945,-298,13284,13580,12430,12785,31809,21323,15919,-649,28216,24574,14164,19480,5795,20575,19126,4539,26328,20378,8981,27100,12485,1896
1161,,,,,,,,,,,,,,,3097,798,5492,2695,,3796,898,4796,11572,8393,10743,7289,7289,5397,3800,2885,2445,4944,1532,,8361,3515,2752,3067,-3527,11828,7709,3864,8930,3745,3216,3574,1038,574,6702,1696,10488,4533,7542,5374,17324,5776,6793,11097,1047,12064,9571,,5729,12857,7822,5634,3992,3133,9901,6652,10153,10848,560,2793,3039,8984,10087,5484,3385,5045,2067,,3577,5886,698,15968,-295,3547,5926,4695,3497,6095,9691,9190,4194,9986,501,13188,-1600,519,-1798,14085,2997,3396,6793,897,-101,2396,7091,-1398,948,4394,8091,4695,5348
1162,9934,,,,,,,,,9934,4943,8181,,,410,250,,,599,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,,,,,,,,,,,,10074,3047,3763,11141,9256,12189,9890,6461,12430,8535,23730,5879,10218,21343,7619,27659,1540,24513,6268,22268,9642,8414,16408,6284,3927,4481,23716,13615,33925,22601,21010,24309,21879,26007,6947,43580,-2352,5939,20917,19669,17781,42230,-2125,15825,10455,9400,5491,27156,4510,17047,19171,30227,33737,22760,41076,5856,22857,33510,47758,16973,14802,14413,20662,27049,17270,9512,36418,12537,20879,12027,22473,18596,11503,22277,18407,27269,23954,20317,21316,-2978,14433,22680,16683,17479,19681,20279,13986,12287,26174,26075,34418,17484,19780,4794,36368,18975,3295,31664,13583,21877,5991,28269,13283,17281
