crm,Y0901,Y0902,Y0903,Y0904,Y0905,Y0906,Y0907,Y0908,Y0909,Y0910,Y0911,Y0912,Y1001,Y1002,Y1003,Y1004,Y1005,Y1006,Y1007,Y1008,Y1009,Y1010,Y1011,Y1012,Y1101,Y1102,Y1103,Y1104,Y1105,Y1106,Y1107,Y1108,Y1109,Y1110,Y1111,Y1112,Y1201,Y1202,Y1203,Y1204,Y1205,Y1206,Y1207,Y1208,Y1209,Y1210,Y1211,Y1212,Y1301,Y1302,Y1303,Y1304,Y1305,Y1306,Y1307,Y1308,Y1309,Y1310,Y1311,Y1312,Y1401,Y1402,Y1403,Y1404,Y1405,Y1406,Y1407,Y1408,Y1409,Y1410,Y1411,Y1412,Y1501,Y1502,Y1503,Y1504,Y1505,Y1506,Y1507,Y1508,Y1509,Y1510,Y1511,Y1512,Y1601,Y1602,Y1603,Y1604,Y1605,Y1606,Y1607,Y1608,Y1609,Y1610,Y1611,Y1612,Y1701,Y1702,Y1703,Y1704,Y1705,Y1706,Y1707,Y1708,Y1709,Y1710,Y1711,Y1712,Y1801,Y1802,Y1803,Y1804,Y1805,Y1806,Y1807
1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4845,,567,,192,,2834,747,2245,,-808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9160,20279,14256,8973,11755,25111,18689,17527,3968,16653,4132,7937,12481,23001,11977,1993,4697,30995,-2699,3229,5604,5071,8422,3255,19679,395,3766,7669,7803,12835,3234,7280,7885,10838,,,,,,,,,,,,,,,,,,
1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4254,5521,1422,,2462,-1094,2585,10070,,4522,1679,3666,5568,3620,6567,2795,10106,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,6020,11281,-4414,1515,8874,759,,1099,,,2836,,-1518,7794,2875,618,,,,,,2094,3994,,2248,,4396,399,3596,,9890,699,8691,800,4396,-2598,6994,9390,4796,4634,6194,-499,9592,9592,12190,1798,-800,2598,11291,11290,1999
1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14690,8606,8297,15778,13836,17284,19076,11168,13104,11411,6399,13905,22735,22296,27223,21166,14112,14466,35278,9258,5861,13585,15912,22770,19170,29507,22680,7389,13174,17177,21116,18077,8783,18576,16428,26764,32406,25513,34953,11877,29858,11271,18967,20514,17266,11481,18219,13277,6892,13875,10687,697
1547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3672,,2256,4976,8980,4716,6686,19034,9692,9604,7672,8758,1518,345,1594,8725,7874,6388,3598,14088,4064,-31,5593,8787,2796,797,6393,4297,15857,-499,7891,8642,3843,5494,9965,4095,11535,2998,12386,3596,6990,3495,5269,12637,11975,5869,5993,6194
1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095,,1517,11670,4827,-1705,204,3898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599,1818,3896,4828,3854,1339,1018,5593,9798,-1998,9648,3789,-599,-10919,18253,17486,2165,4677,3313,3535,3453,8648,-2372,-4995,1398,-2418,,,,,,,,,,,,,,,,,,,,,,,,
1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10656,3465,231,8515,14926,5428,719,2830,-3927,1838,1438,,,10948,1518,-1518,8465,4116,-1472,3036,1518,6645,1798,7810,4097,15386,12880,17481,9891,8687,9091,2697,5994,3794,598,6691,-798,,,,,,,,,,,,,
1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10845,5454,10509,9595,7330,12715,7423,7941,-1522,6965,11520,6804,15515,518,24643,7282,-1861,-1320,11762,5343,24978,8314,7010,2999,13277,2504,16381,22978,6792,11690,3094,15081,1996,13486,12289,18483,6844,7892,3796,7392,5890,-300,-1798,-2598,,,,15181,15984
1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3070,15463,6125,21859,14950,10521,26859,4192,16238,6064,49191,-4183,26220,22723,16228,-9440,9911,20262,-352,6228,19956,11603,26512,20533,7806,17774,15641,8075,20120,15730,8564,20661,30836,-6612,4416,10428,16385,7011,30388,8108,22048,13049,11243,7990,11465,21062,17124,14578,2678
1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9397,20010,1430,19518,12014,27618,1588,19644,11055,25164,6839,8205,10782,20320,9737,8910,20435,9741,4340,20682,22017,14499,8788,11485,15980,12987,17476,14483,15880,14384,14485,12834,5992,5293,16475,8789,24073,6589,24373,11801,11884,27969,14385,9386,20650,19028,16230,6039
1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4975,7335,19134,12069,11980,4329,3051,12710,11350,9324,1434,4780,15301,7226,4475,10362,11115,2793,9392,4326,4835,8209,8683,8490,3097,7442,9392,5695,13089,4495,11188,10589,7192,10887,6695,3897,6093,8091,5293,800,7192,10189,4794,12186,1996,3895,-600,2297
1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10399,11867,1330,3656,8668,3773,8228,7989,2043,-969,969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3814,-3178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2598,14807,5320,3783,-1961,4831,15606,4014,4556,13162,6631,4168,677,15978,8032,-3162,978,4609,5913,1716,6617,797,,11988,7629,1497,3000,,,,,,,,,,,,,,,,,,,,
1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818,4728,-1798,4132,-1395,,,548,3836,1418,5854,,8064,5854,20,3936,,,-1798,,,,,,,-1395,,,12386,,-12386,,,,,,,,,,,
1564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4255,10678,5455,366,16768,16521,3838,12305,7946,19583,12638,9464,23832,12746,5430,24079,11566,4576,4193,7122,2296,5492,24675,25176,16286,-2558,32772,5394,9992,9630,1598,9786,13980,8543,13085,9392,13286,6470,5295,6483,7592,600,11489,2996,6792,8091
1565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7221,9699,7474,3945,5045,9892,13879,14573,17377,25447,22279,17195,18035,33766,37765,15248,7773,16759,10688,22972,32757,32220,31980,21094,36959,41255,28243,25855,23475,34298,24371,36163,40867,30965,45192,32707,45955,22373,38055,36333,20784,27533,16876,49043,35618,29768
1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7707,14279,33192,38774,31062,21874,43114,28146,40598,16916,47407,26814,42834,23973,17716,14768,28030,11523,17836,30187,40581,16673,48108,33183,38236,24744,36253,39184,24154,27188,22462,23199,21911,25403,42035,29153,21415,22032,22857,28557,25019,34229,34492,41233,32689,40177
1569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874,11708,13104,16261,30862,34896,21657,21599,29059,36402,25666,23512,31296,30292,29778,9435,41900,25266,54734,43448,54439,8396,17281,31463,28964,23667,24470,49445,12184,63635,6287,46297,55388,19326,8387,7389,28216,24475,44056,36960,36860,33068,8186,20940
1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8019,15431,23323,14158,4610,10721,12581,7041,7061,8877,5867,13041,16899,13888,7957,12549,5484,-1649,5895,9691,12686,10639,1499,-2547,-3696,-2598,,,,,,,,,,,,,,,,,,
1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,30772,15094,27104,23805,14498,10698,36488,26761,6192,50501,10823,18157,13823,4381,39370,36539,13555,26367,27967,9188,43202,33504,29157,36152,16924,31662,14178,26661,27320,32458,22019,29271,36811,45648,10182,44497,48687,38204,53431,31954,25965,21522,39597
1572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27149,19274,23799,25107,18306,102280,45607,10378,9649,22224,40710,-9233,-4647,11797,43981,43019,7959,,-7090,,,,,,,,,,,,,,,,,454,,,,,,,
1573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2598,3178,5776,,6356,7874,,5776,749,7294,-2020,6214,15890,-3878,3678,-1299,893,8687,1299,1299,7794,5196,2598,5196,,,,2598,5196,11691,,6994,8792,15588,7794,,,,,600,,
1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31640,17098,18184,24478,10009,25943,9232,22811,16708,17848,24087,5252,6648,14811,20796,12382,22166,1398,,,,,,,,,,,,,,,,,,,,,,,,
1576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,1577,1287,2137,5784,1177,1498,638,1923,4042,-1017,1414,1736,,2537,816,-899,1897,699,8933,-1400,6943,1898,1596,-1596,,-1048,,,,,,,,,,,,,,,
1577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038,1113,-998,10904,1436,139,2654,20,3848,-1255,-499,2193,319,419,,1636,-798,,,,,,,,,,,,,,,,,,,,,,,,,
1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10370,9931,10543,6373,7679,17767,13645,33539,22404,11355,10894,25658,23943,9001,15677,17136,14289,16386,24476,13687,-1598,12589,3896,3596,12990,2995,15986,14537,5499,15384,16283,12787,11588,15986,11288,28574,5394,18184,-18582,-1398,7794
1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5328,-2840,40,7578,16676,31650,2854,1530,19451,16091,1406,75,-2070,-2817,,-1998,,,,,,,,,,,,,,,,,,,,,923,,-960,,
1580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8486,128049,61497,43102,69586,55185,45753,22707,47257,48697,25490,37404,94716,136210,18513,-14419,-11273,-4477,-975,,,,,,,,,,,,,,,,,,,,
1582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16065,20261,23166,12556,42539,44780,16461,25657,39563,45135,31862,6914,24782,14583,1693,20778,27065,17675,12532,9992,23268,20777,36612,23219,37651,22948,38690,16860,18302,20378,29388,14730,26946,20679,49192,38160,18576,11735
1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12209,4793,18055,9833,7298,14124,12103,4019,5932,4341,5807,6241,3596,11168,1254,418,,,,,,,,,,,,,,,,,,,,,
1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5231,2192,-2143,845,8369,,,,,,2986,4465,5771,-2776,1173,-1850,,,,,,,,,,,,,,,,,,
1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3178,23198,25222,11453,5975,-2703,2728,4465,10789,7584,2955,13074,5581,18639,6691,3293,-1198,,,,,899,2598,6493,2147,,,,,,,,,,,,,,,
1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5523,15224,8498,9727,15612,13728,5391,6930,5121,9643,12305,677,5076,15877,-199,11288,6792,5394,9289,16578,2497,17580,7588,11485,3497,7592,2697,6091,6194,6295,5988,11592,7293,16384,7192,6790,6394,4594,12988
1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818,7747,6040,4495,4994,5293,7992,7493,4095,11588,400,11287,10689,-499,15085,7093,5493,4796,3596,5891,7192,7594,12388,9091,3894,5944,11787,6394,3596,-2598,
1588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609,,4144,9406,21565,21828,28163,21471,22649,19168,18931,21793,14803,30010,12334,38810,30666,20274,15984,28663,13840,22816,22271,29667,28968,14475,14883,23673,30213,29380,-3996,-1398,-658,,,,,,
1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14455,4510,17573,7144,7392,3893,10788,6627,1798,2598,5095,9988,6792,8892,11289,934,5196,6786,17122,5659,5543,5196,3996,8190,10491,11188,3596,2998,3596,11188,5794,14186,9390
1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23643,7948,-6953,22053,6454,-3265,10020,2728,4049,2537,-176,15826,5117,2709,-556,7848,10622,9942,-2942,4941,5728,-5623,4893,-22,6008,6112,2348,213,-2154,3296,-1846,2810,3231,3904,560,800,640,5240
1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4676,4535,-3799,-2634,367,-359,5661,3447,19227,7265,14493,40579,2679,36039,-14712,-15533,-4610,-5684,2250,1450,,-456,-1125,-5550,,,,,,,,,,,,,
1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13410,4994,1878,10599,21973,27898,34668,29530,18118,20278,26872,16781,26574,7988,-3698,29566,6590,10387,17629,10885,25169,28570,11284,19993,2198,9286,25071,18079,7495,5690,11229,8190,13388,13485,18380
1594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759,,,-759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6482,5982,7022,5979,15156,4911,5867,-4261,3906,2598,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2202,2230,1469,2861,2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7758,5853,6244,4930,457,3611,5405,1148,5294,4298,3629,3534,8639,9373,5393,1308,5438,7413,8483,3290,1770,2875,650,6125,3625,6275,9225,2525,4563,14635,11540,21080,15800,24240
1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759,978,1158,1518,5935,35857,17073,32808,38165,18481,25875,1199,12588,3795,24773,25774,24178,27874,5350,22074,32772,31470,29309,21675,9888,35469,40164,27808,14985,23878,22675,14985,12807,30431
1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31927,-2586,-2565,2813,4730,17450,6165,3706,13934,5571,13881,5621,38899,4829,10072,1580,3996,3602,5836,32199,52423,33386,33923,6469,-31700,26208,4262,12783,13221,14731,15877,18960,26240,19320,304
1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18131,29819,41668,30438,40728,38185,28615,-10226,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013,23,5554,1818,1418,2618,3696,6495,9790,1398,6095,1596,9693,2598,1798,3696,3897,3897,10891,9592,9592,12289,14289,6994,499,6594,8293,5595,2598,9192,1200,9192
1603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3245,1398,4790,1798,-1798,,,,,,,,,,,,,,,,,,,,,,,
1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818,,2910,14800,11910,-72,27213,-402,-1300,7920,1722,4545,7591,1200,11790,6594,-5296,,3495,,,17585,1499,-2598,2196,3996,2997,98,-700,598,399,2598,
1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978,11024,5813,4074,10686,10088,9784,24569,15679,4694,9391,5692,12633,16281,11380,18976,6090,15779,9084,2843,2944,14980,8490,9885,6988,-3094,16174,-899,7889,4096
1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8413,3178,13474,10969,49723,-1315,16790,18084,25077,12784,29168,3893,22276,24378,18089,3951,8691,18386,7992,6394,11087,15984,26281,32065,9691,21274,10791,9986,39540,-10095,16982
1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4696,2495,1398,1398,3996,,5394,1398,598,5196,-2598,1996,-1398,2198,-1398,,1398,2796,,1098,1098,3696,,2598,,4293,5196,1398,2598,2598
1609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158,,2348,2097,,1398,3396,,,2196,3996,2197,3097,400,3398,2198,4195,1297,2697,1998,-699,699,5895,6994,-2000,-299,3096,3996,5194,,4495,4396
1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7646,4037,3413,8537,2497,-3497,17485,5794,2099,8392,2396,5895,1759,-2400,798,1996,3887,2594,3996,293,1994,103,10185,-3600,6087,2646,1691,6784,1591,6788
1611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2274,3133,3988,1019,101,598,1794,3996,4097,3293,-1897,798,3396,8386,7392,-3798,-200,4790,2598,3696,4394,2395,5992,8085,900,5894,4194,5294,-2598,11186
1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3895,9786,10388,4745,6291,2296,1097,1196,4942,12037,5942,1698,-1798,,,,,,,,,,,,,,,,
1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4445,1648,1398,,1648,3396,2997,-2598,,1998,,,2596
1615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7051,17952,12273,9990,11489,11188,3045,6495,11920,6208,2294,13684,5194,4194,14184,5013,9990,4214,6682,2372,17782,14481,15186,25563,25327,14687,-3298,3494
1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25095,16201,57449,4121,-14895,20382,31366,30072,6890,30371,9188,25968,20180,46757,5290,19879,47151,15978,-10093,35238,102386,12706,25674,9891,45958,34372,31172,37459
1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10959,2236,7792,3395,11339,7991,14788,-10347,6491,5992,9192,5793,-1398,2996,14986,3896,998,,-1398,,,,,,,,,
1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6192,501,3495,,3594,1299,5991,-99,2895,1398,699,,8592,6792,,5892,7788,-99,2297,7491,2796,4632,1299,4992,5394
1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8089,24114,6788,11236,2146,7291,12864,10488,13384,4095,11488,7313,24176,5543,7392,21277,2796,2598,14903,17881,6194,16782,14384,8990,8689,3596,12287
1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728,3236,100,,9692,10392,-7794,1798,6594,,,,,,,,,,,,,,,,,,,
1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6345,8086,30118,25396,22769,20674,16980,15785,17184,31462,18379,34050,11416,23554,11143,35339,36008,18927,6051,-5794,-3895,-1398,,,,,,
1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4436,7493,3697,9192,14487,13082,12289,8691,16382,11089,15337,3449,14486,9293,3296,19582,4196,4396,10392,6594,14088,8891,9091,8891,14988,11888,10990
1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4435,6842,18582,19677,25673,14682,18283,10186,3895,37461,10910,9390,27971,20231,16486,11486,17481,23477,3794,21080,11587,17284,21379,20178,1599,36065,9393
1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53886,3297,7495,21679,36320,25376,15083,16083,18280,5493,19580,37664,31164,18182,9988,24675,14184,51853,26376,27275,12986,17978,14891,26374,34368,18481
1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10189,,,,5196,2598,1798,-1099,,,1798,,5695,,1398,5895,2598,,,,,,,
1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2249,74263,2998,43465,25077,22182,-1299,,,,,,,1798,,,,,,-3298,,,,,,,
1628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7801,699,4893,4692,399,1098,798,898,,2196,5190,798,,2195,3394,6192,4095,2998,4795,3693,1697,3844,2594,3791,-99,-1,9090
1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17579,13688,18481,14788,22878,30018,24771,21673,10184,24567,27068,19372,22275,18476,21978,31823,677,11187,11284,8436,3792,3992,14084,19150,12634
1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7392,14186,2598,4994,1798,-1398,,,,,,,,,,,,,,,,,,,,
