num_hours
"{12.1490690000000008,13.4606189999999994,15.0189059999999994,18.1796219999999984,18.8315309999999982,21.2092750000000017,21.0967689999999983,20.8407249999999991,21.1247059999999998,18.1691250000000011,18.1610310000000013,15.2389890000000001,11.9962330000000001,10.5277580000000004,8.82451599999999914,6.97257200000000044,6.54312700000000014,6.58050200000000007,7.57348300000000041,7.4904440000000001,6.41650299999999962,5.03124400000000005,3.85657499999999986,2.92443300000000006,2.66627500000000017,3.1721140000000001,3.48296399999999995,3.44174999999999986,2.91958299999999982,2.75770800000000005,3.75226900000000008,4.09018899999999963,4.27941899999999986,5.66514700000000015,3.96320000000000006,3.99449999999999994,4.21862199999999987,3.1519689999999998,3.50305799999999978,3.17600799999999994,1.89712100000000006,2.22698300000000016,1.69833100000000004,1.62654300000000007,1.92179699999999998,2.42099200000000003,3.4690970000000001,4.84337199999999957,18.9762599999999999,31.8343330000000009,25.6956719999999983,24.2372140000000016,18.0177639999999997,18.7078600000000002,18.2681579999999997,17.0156139999999994,11.1600090000000005,9.73329700000000031,9.67189699999999952,9.40092199999999956,7.41835199999999961,7.20286600000000021,6.69461200000000023,6.21668800000000044,5.56393200000000032,4.71155599999999986,4.54293100000000027,5.11030799999999985,6.09315599999999957,4.63648099999999985,4.21048899999999993,3.3904390000000002,3.91845800000000022,4.3459380000000003,4.54644699999999968,4.21259899999999998,2.56359400000000015,2.25488599999999995,2.50093999999999994,2.72755899999999984,3.23387199999999986,3.62574700000000005,4.22179500000000019,4.45088200000000001,4.04696600000000029,4.22601099999999974,5.27046700000000001,4.55715599999999998,4.84207400000000021,6.86696099999999987,7.76509699999999992,7.32082199999999972,7.37776099999999957,8.56103799999999993,8.30351899999999965,9.81503599999999921}"
