headend_no,household_no,a,b,c,d,e,denominator
100264,145523,0,0,0,0,0,1
100264,145530,0,0,0,0,0,1
100264,145574,0,0,0,0,0,1
100264,145717,0,0,0,0,0,1
100264,14584,0,0,0,0,0,1
100264,145846,0,0,0,0,0,1
100264,145872,0,0,0,0,0,1
100264,146163,0,0,0,0,0,1
100264,14621,0,0,0,0,0,1
100264,146306,0,0,0,0,0,1
100264,146320,0,0,0,0,0,1
100264,146363,0,0,0,0,0,1
100264,146422,0,1,0,1,1,1
100264,146513,0,0,0,0,0,1
100264,14660,0,0,0,0,0,1
100264,146665,1,1,0,1,0,1
100264,146694,0,0,0,0,0,1
100264,146718,0,0,0,0,0,1
100264,146739,0,0,0,0,0,1
100264,146761,0,0,0,0,0,1
100264,146863,0,0,0,0,0,1
100264,146953,0,0,0,0,0,1
100264,14698,0,0,0,0,0,1
100264,147048,0,0,0,0,0,1
100264,147062,0,0,0,0,0,1
100264,147106,0,0,0,0,0,1
100264,147112,0,0,0,0,0,1
100264,147134,0,0,0,0,0,1
100264,147268,0,0,0,0,0,1
100264,147271,0,0,0,0,0,1
100264,147343,0,0,0,0,0,1
100264,147371,0,0,0,0,0,1
100264,147403,0,0,0,0,0,1
100264,147452,0,0,0,0,0,1
100264,147616,0,0,0,0,0,1
100264,147750,0,0,0,0,0,1
100264,14776,1,1,0,1,1,1
100264,147797,0,0,0,0,0,1
100264,14786,0,0,0,0,0,1
100264,147934,0,0,0,0,0,1
100264,147940,0,0,0,0,0,1
100264,147953,0,0,0,0,0,1
100264,147970,0,0,0,1,1,1
100264,148039,0,0,0,0,0,1
100264,148087,0,0,0,0,0,1
100264,148096,0,0,0,0,0,1
100264,148114,0,0,0,0,0,1
100264,148134,0,0,0,0,0,1
100264,148259,0,0,0,0,0,1
100264,148381,0,0,0,0,0,1
100264,148422,0,0,0,0,0,1
100264,148437,0,0,0,0,0,1
100264,148514,0,0,0,1,0,1
100264,148551,0,0,0,0,0,1
100264,148552,0,0,0,0,0,1
100264,148626,0,0,0,0,0,1
100264,148682,0,0,0,0,0,1
100264,148715,0,1,0,1,0,1
100264,148746,0,0,0,0,0,1
100264,148820,0,0,0,1,0,1
100264,14894,0,0,0,0,0,1
100264,149083,0,0,0,0,0,1
100264,149110,0,0,0,0,0,1
100264,149139,0,0,0,0,0,1
100264,149350,0,0,0,0,0,1
100264,149396,0,0,0,0,0,1
100264,149620,0,0,0,0,0,1
100264,149661,0,0,0,0,0,1
100264,149698,0,0,0,0,0,1
100264,149747,0,0,0,0,0,1
100264,149754,0,0,0,0,0,1
100264,14984,0,0,0,0,0,1
100264,149847,0,0,0,0,0,1
100264,149934,0,0,0,0,0,1
100264,1502,0,0,0,0,0,1
100264,150298,0,0,0,0,0,1
100264,150394,0,0,0,0,0,1
100264,150408,0,0,0,0,0,1
100264,150422,0,0,0,0,0,1
100264,150448,0,0,0,0,0,1
100264,15047,0,0,0,0,0,1
100264,150539,0,0,0,0,0,1
100264,15057,0,0,0,0,0,1
100264,150588,0,0,0,0,0,1
100264,150641,0,0,0,0,0,1
100264,150643,0,0,0,0,0,1
100264,150684,1,1,1,1,1,1
100264,150695,0,0,0,0,0,1
100264,150701,0,0,0,0,0,1
100264,150735,0,0,0,0,0,1
100264,150773,0,0,0,0,0,1
100264,150779,0,0,0,0,0,1
100264,150852,0,0,0,0,0,1
100264,150906,0,0,0,0,0,1
100264,150945,0,0,0,0,0,1
100264,15104,0,0,0,0,0,1
100264,15107,0,0,0,0,0,1
100264,151099,0,0,0,0,0,1
100264,151143,0,0,0,0,0,1
100264,151189,0,0,0,0,0,1
100264,151241,0,0,0,0,0,1
100264,151304,0,0,0,0,0,1
100264,151317,0,0,0,0,0,1
100264,151334,0,0,0,0,0,1
100264,151340,0,0,0,0,0,1
100264,151350,0,0,0,0,0,1
100264,151362,1,1,0,1,0,1
100264,151396,0,0,0,0,0,1
100264,151490,0,0,0,0,0,1
100264,151677,0,0,0,0,0,1
100264,151754,0,0,0,0,0,1
100264,151780,0,0,0,0,0,1
100264,151813,0,0,0,0,0,1
100264,152006,0,0,0,0,0,1
100264,152039,0,0,0,0,0,1
100264,152052,0,0,0,0,0,1
100264,15224,0,0,0,0,0,1
100264,152270,0,0,0,0,0,1
100264,152302,0,0,0,0,0,1
100264,152353,0,0,0,0,0,1
100264,152433,0,0,0,0,0,1
100264,152459,0,0,0,0,0,1
100264,152501,0,0,0,0,0,1
100264,15263,0,0,0,0,0,1
100264,152661,0,0,0,0,0,1
100264,152685,0,0,0,0,0,1
100264,152758,0,0,0,1,0,1
100264,15278,0,0,0,0,0,1
100264,15285,0,0,0,0,0,1
100264,152851,0,0,0,0,0,1
100264,152866,0,0,0,0,0,1
100264,152929,0,0,0,0,0,1
100264,152933,0,0,0,0,0,1
100264,152940,0,0,0,0,0,1
100264,152955,0,0,0,0,0,1
100264,153057,0,0,0,0,0,1
100264,153175,0,0,0,0,0,1
100264,153273,1,1,0,1,1,1
100264,15333,0,0,0,0,0,1
100264,153357,0,0,0,0,0,1
100264,153469,0,0,0,0,0,1
100264,153756,0,0,0,0,0,1
100264,153949,0,0,0,0,0,1
100264,153960,0,0,0,0,0,1
100264,1542,0,0,0,0,0,1
100264,15427,0,0,0,1,0,1
100264,15459,0,0,0,0,0,1
100264,15504,0,0,0,0,0,1
100264,1556,0,0,0,0,0,1
100264,15571,0,0,0,0,0,1
100264,15598,0,0,0,0,0,1
100264,1560,0,0,0,0,0,1
100264,15605,0,0,0,0,0,1
100264,15636,0,0,0,0,0,1
100264,15655,0,0,0,0,0,1
100264,15685,0,0,0,0,0,1
100264,15768,0,0,0,0,0,1
100264,158,0,0,0,0,0,1
100264,15802,0,0,0,0,0,1
100264,15906,0,0,0,0,0,1
100264,1592,0,0,0,0,0,1
100264,15947,0,0,0,0,0,1
100264,15980,0,0,0,0,0,1
100264,1599,0,0,0,0,0,1
100264,15993,0,0,0,0,0,1
100264,160,0,0,0,0,0,1
100264,1601,0,0,0,0,0,1
100264,16046,0,0,0,0,0,1
100264,16069,0,0,0,0,0,1
100264,16127,0,0,0,0,0,1
100264,16160,0,0,0,0,0,1
100264,16178,0,0,0,0,0,1
100264,16200,0,0,0,1,0,1
100264,1635,0,0,0,0,0,1
100264,16437,0,0,0,1,0,1
100264,16466,0,0,0,0,0,1
100264,1650,1,1,0,1,0,1
100264,1654,0,0,0,0,0,1
100264,16608,0,0,0,0,0,1
100264,1665,0,0,0,0,0,1
100264,16732,0,0,0,0,0,1
100264,16755,0,0,0,0,0,1
100264,16798,0,0,0,0,0,1
100264,16851,0,0,0,0,0,1
100264,16891,0,0,0,0,0,1
100264,16959,0,0,0,0,0,1
100264,16963,0,0,0,0,0,1
100264,16997,0,0,0,0,0,1
100264,1701,0,0,0,0,0,1
100264,17014,0,0,0,0,0,1
100264,17108,0,0,0,0,0,1
100264,17145,0,0,0,0,0,1
100264,17229,0,0,0,0,0,1
100264,17414,0,0,0,0,0,1
100264,17436,0,0,0,0,0,1
100264,17489,0,0,0,1,0,1
100264,176,0,0,0,0,0,1
100264,17602,0,0,0,0,0,1
100264,17727,0,0,0,0,0,1
100264,17840,0,0,0,0,0,1
100264,17999,0,0,0,0,0,1
100264,180,0,0,0,0,0,1
100264,1802,0,0,0,0,0,1
100264,1805,0,0,0,0,0,1
100264,18054,0,0,0,0,0,1
100264,18088,0,0,0,0,0,1
100264,1811,0,0,0,0,0,1
100264,18206,0,0,0,0,0,1
100264,18258,0,0,0,0,0,1
100264,18274,0,0,0,0,0,1
100264,18281,0,0,0,0,0,1
100264,18410,0,0,0,0,0,1
100264,18453,0,0,0,0,0,1
100264,18527,0,0,0,0,0,1
100264,18644,0,0,0,0,0,1
100264,18683,0,0,1,1,0,1
100264,18698,0,0,0,0,0,1
100264,18700,0,0,0,0,0,1
100264,1873,0,0,0,0,0,1
100264,18799,0,0,0,0,0,1
100264,18837,0,0,0,0,0,1
100264,18971,0,0,0,0,0,1
100264,19073,0,0,0,0,0,1
100264,19103,0,0,0,0,0,1
100264,1930,0,0,0,0,0,1
100264,19451,0,0,0,0,0,1
100264,19547,0,0,0,0,0,1
100264,1955,0,0,0,0,0,1
100264,19564,0,0,0,0,0,1
100264,19643,0,0,0,0,0,1
100264,19645,0,0,0,0,0,1
100264,19694,0,0,0,0,0,1
100264,19795,0,0,0,0,0,1
100264,19806,0,0,0,0,0,1
100264,1981,0,0,0,0,0,1
100264,20010,0,0,0,0,0,1
100264,20020,0,0,0,0,0,1
100264,20151,0,0,0,0,0,1
100264,20223,0,0,0,0,0,1
100264,20235,0,0,0,0,0,1
100264,20261,0,0,0,0,0,1
100264,2029,0,0,0,0,0,1
100264,2031,0,0,0,0,0,1
100264,2037,0,0,0,0,0,1
100264,20448,0,0,0,0,0,1
100264,20449,0,0,0,0,0,1
100264,20554,0,0,0,0,0,1
100264,20597,0,0,0,0,0,1
100264,206,0,0,0,0,0,1
100264,2067,0,0,0,0,0,1
100264,2085,0,0,0,0,0,1
100264,2096,0,0,0,0,0,1
100264,21040,0,0,0,0,0,1
100264,21350,1,1,1,1,1,1
100264,21509,0,0,0,0,0,1
100264,2152,0,0,0,0,0,1
100264,21764,0,0,0,0,0,1
100264,21777,0,0,0,0,0,1
100264,21793,0,0,0,0,0,1
100264,21812,0,0,0,0,0,1
100264,21814,0,0,0,0,0,1
100264,2183,0,0,0,0,0,1
100264,21884,0,0,0,0,0,1
100264,21915,0,0,0,0,0,1
100264,21934,0,0,0,0,0,1
100264,21941,0,0,0,0,0,1
100264,21992,0,0,0,0,0,1
100264,22008,0,0,0,0,0,1
100264,22022,0,0,0,0,0,1
100264,22042,0,0,0,0,0,1
100264,22061,0,0,0,0,0,1
100264,22078,0,0,0,0,0,1
100264,22131,0,0,0,0,0,1
100264,22138,0,0,0,0,0,1
100264,22139,0,0,0,0,0,1
100264,2215,0,0,0,1,0,1
100264,22153,0,0,0,0,0,1
100264,22169,0,0,0,0,0,1
100264,22184,0,0,0,0,0,1
100264,22206,0,0,0,0,0,1
100264,22210,1,1,1,1,1,1
100264,22230,0,0,0,0,0,1
100264,22234,0,0,0,0,0,1
100264,22235,0,0,0,0,0,1
100264,2225,0,0,0,0,0,1
100264,22254,1,1,0,1,0,1
100264,22282,0,0,0,0,0,1
100264,22288,0,0,0,0,0,1
100264,22297,0,0,0,0,0,1
100264,2231,0,0,0,0,0,1
100264,22325,0,0,0,0,0,1
100264,22337,0,0,0,0,0,1
100264,22350,0,0,0,0,0,1
100264,2241,0,0,0,0,0,1
100264,22428,0,0,0,0,0,1
100264,22443,0,0,0,0,0,1
100264,22455,0,0,0,1,0,1
100264,22457,0,0,0,0,0,1
100264,22480,0,0,0,0,0,1
100264,22482,0,0,0,0,0,1
100264,22492,0,0,0,0,0,1
100264,22496,0,0,0,0,0,1
100264,22510,0,0,0,0,0,1
100264,22534,0,0,0,0,0,1
100264,22541,0,0,0,0,0,1
100264,22550,0,0,0,0,0,1
100264,22562,0,0,0,0,0,1
100264,22567,0,0,0,0,0,1
100264,22591,0,0,0,0,0,1
100264,22620,0,0,0,0,0,1
100264,22624,0,0,0,0,0,1
100264,22659,0,0,0,0,0,1
100264,22671,0,0,0,0,0,1
100264,22691,0,0,0,0,0,1
100264,22696,0,0,0,0,0,1
100264,22724,0,0,0,0,0,1
100264,22785,0,0,0,0,0,1
100264,22799,0,0,0,0,0,1
100264,22807,0,0,0,0,0,1
100264,22816,0,0,0,0,0,1
100264,22859,0,0,0,0,0,1
100264,22868,0,0,0,1,0,1
100264,22877,0,0,0,0,0,1
100264,2289,1,1,0,1,0,1
100264,22922,0,0,0,0,0,1
100264,22930,0,0,0,0,0,1
100264,22954,0,0,0,0,0,1
100264,2298,0,0,0,0,0,1
100264,22982,0,0,0,0,0,1
100264,22987,0,0,0,0,0,1
100264,22991,0,0,0,0,0,1
100264,22998,0,0,0,0,0,1
100264,23,0,0,0,0,0,1
100264,23041,1,1,0,1,0,1
100264,23062,0,0,0,0,0,1
100264,23066,0,0,0,0,0,1
100264,23119,0,0,0,0,0,1
100264,23175,0,0,0,0,0,1
100264,23201,0,0,0,0,0,1
100264,23211,0,0,0,0,0,1
100264,23234,0,0,0,0,0,1
100264,23244,0,0,0,0,0,1
100264,23252,0,0,0,1,0,1
100264,23293,0,0,0,0,0,1
100264,23332,0,0,0,0,0,1
100264,23386,0,0,0,0,0,1
100264,23417,0,0,0,0,0,1
100264,23443,0,0,0,0,0,1
100264,23489,0,0,0,0,0,1
100264,23508,0,0,0,0,0,1
100264,23532,0,0,0,0,0,1
100264,2355,0,0,0,0,0,1
100264,23572,0,0,0,0,0,1
100264,23633,0,0,0,0,0,1
100264,23659,0,0,0,0,0,1
100264,23665,0,0,0,0,0,1
100264,23672,0,0,0,0,0,1
100264,23676,0,0,0,0,0,1
100264,23681,0,0,0,0,0,1
100264,23698,0,0,0,0,0,1
100264,23710,0,0,0,0,0,1
100264,23755,0,0,0,0,0,1
100264,23759,0,0,0,0,0,1
100264,23792,0,0,0,0,0,1
100264,23807,0,0,0,0,0,1
100264,23811,0,0,0,0,0,1
100264,23813,0,0,0,0,0,1
100264,2383,0,0,0,0,0,1
100264,23832,1,0,0,0,0,1
100264,23861,0,0,0,0,0,1
100264,23881,0,0,0,0,0,1
100264,23909,0,0,0,0,0,1
100264,23911,0,0,0,0,0,1
100264,23913,0,0,0,0,0,1
100264,23927,0,0,0,0,0,1
100264,23966,0,0,0,0,0,1
100264,23972,0,0,0,0,0,1
100264,23984,0,0,0,0,0,1
100264,24001,0,0,0,0,0,1
100264,24012,0,0,0,0,0,1
100264,24014,0,0,0,0,0,1
100264,2404,0,0,0,0,0,1
100264,24042,0,0,0,0,0,1
100264,24056,0,0,0,1,0,1
100264,24059,0,0,0,0,0,1
100264,24075,0,0,0,0,0,1
100264,24083,0,0,0,0,0,1
100264,24085,0,0,0,0,0,1
100264,24110,0,0,0,1,0,1
100264,24114,0,0,0,0,0,1
100264,24123,0,0,0,0,0,1
100264,24139,0,0,0,0,0,1
100264,24151,0,0,0,0,0,1
100264,24171,0,0,0,0,0,1
100264,2418,0,0,0,0,0,1
100264,24180,0,0,0,0,0,1
100264,24194,0,0,0,0,0,1
100264,24267,0,0,0,0,0,1
100264,24270,0,0,0,0,0,1
100264,24277,0,0,0,0,0,1
100264,24280,0,0,0,0,0,1
100264,24296,0,0,0,0,0,1
100264,24315,0,0,0,0,0,1
100264,24320,0,0,0,0,0,1
100264,24322,0,0,0,0,0,1
100264,24355,0,0,0,0,0,1
100264,24412,0,0,0,0,0,1
100264,24440,0,1,0,1,0,1
100264,24506,0,0,0,0,0,1
100264,2451,0,0,0,0,0,1
100264,24514,0,0,0,0,0,1
100264,24601,0,0,0,0,0,1
100264,24638,0,0,0,0,0,1
100264,24646,0,0,0,0,0,1
100264,24664,0,0,0,0,0,1
100264,24677,0,0,0,0,0,1
100264,24688,0,0,0,0,0,1
100264,24700,0,0,0,0,0,1
100264,24703,0,0,0,0,0,1
100264,24735,0,0,0,0,0,1
100264,2478,0,0,0,0,0,1
100264,24818,0,0,0,0,0,1
100264,24821,0,0,0,0,0,1
100264,24827,0,0,0,0,0,1
100264,2483,0,0,0,0,0,1
100264,24902,0,0,0,0,0,1
100264,24919,0,0,0,0,0,1
100264,24931,0,0,0,0,0,1
100264,24939,0,0,0,0,0,1
100264,24977,0,0,0,0,0,1
100264,25007,0,0,0,0,0,1
100264,25067,0,0,0,0,0,1
100264,25069,0,0,0,0,0,1
100264,25148,0,0,0,0,0,1
100264,25164,0,0,0,0,0,1
100264,25194,0,0,0,0,0,1
100264,25221,0,0,0,0,0,1
100264,25239,0,0,0,0,0,1
100264,25243,0,0,0,0,0,1
100264,25251,0,0,0,0,0,1
100264,25255,0,0,0,0,0,1
100264,25258,0,0,0,0,0,1
100264,25262,0,0,0,0,0,1
100264,25277,0,0,0,0,0,1
100264,25331,0,0,0,0,0,1
100264,25350,0,0,0,0,0,1
100264,2538,1,1,0,1,1,1
100264,254,0,0,0,0,0,1
100264,25412,0,0,0,0,0,1
100264,25424,0,0,0,0,0,1
100264,25429,0,0,0,0,0,1
100264,25443,0,0,0,0,0,1
100264,25454,0,0,0,0,0,1
100264,25455,0,0,0,0,0,1
100264,25470,0,0,0,0,0,1
100264,25522,0,0,0,0,0,1
100264,25525,0,0,0,0,0,1
100264,25530,0,0,0,0,0,1
100264,25574,0,0,0,0,0,1
100264,25584,0,0,0,0,0,1
100264,25603,0,0,0,1,0,1
100264,25651,0,1,0,1,0,1
100264,25654,0,0,0,0,0,1
100264,25663,0,0,0,0,0,1
100264,25665,0,0,0,0,0,1
100264,25667,0,0,0,0,0,1
100264,25710,0,0,0,0,0,1
100264,25744,0,0,0,0,0,1
100264,25760,0,0,0,1,0,1
100264,25787,0,0,0,0,0,1
100264,258,0,0,0,0,0,1
100264,25807,0,0,0,0,0,1
100264,25816,0,0,0,0,0,1
100264,25871,0,0,0,0,0,1
100264,25904,0,0,0,0,0,1
100264,2591,0,0,0,0,0,1
100264,25937,0,0,0,0,0,1
100264,25983,0,0,0,0,0,1
100264,26002,0,0,0,0,0,1
100264,26014,0,0,0,0,0,1
100264,26024,0,0,0,0,0,1
100264,26050,0,0,0,1,0,1
100264,26083,0,0,0,0,0,1
100264,26116,0,0,0,0,0,1
100264,26128,0,0,0,0,0,1
100264,26178,0,0,0,0,0,1
100264,26218,0,0,0,0,0,1
100264,26225,0,0,0,0,0,1
100264,26243,0,0,0,0,0,1
100264,26299,0,0,0,0,0,1
100264,26310,0,0,0,0,0,1
100264,26314,0,0,0,0,0,1
100264,26329,0,0,0,0,0,1
100264,26342,0,0,0,0,0,1
100264,26378,0,0,0,0,0,1
100264,26417,0,0,0,0,0,1
100264,26503,0,0,0,0,0,1
100264,26525,0,0,0,0,0,1
100264,26550,0,0,0,0,0,1
100264,26560,0,0,0,0,0,1
100264,26568,0,0,0,0,0,1
100264,26675,0,0,0,0,0,1
100264,26684,0,0,0,0,0,1
100264,26691,0,0,0,0,0,1
100264,26757,0,0,0,0,0,1
100264,26773,0,0,0,0,0,1
100264,2681,0,0,0,0,0,1
100264,26818,0,0,0,0,0,1
100264,26870,0,0,0,0,0,1
100264,26885,0,0,0,0,0,1
100264,26889,0,0,0,0,0,1
100264,26901,0,0,0,0,0,1
100264,26932,0,0,0,0,0,1
100264,27016,0,0,0,0,0,1
100264,27039,0,0,0,0,0,1
100264,27045,0,0,0,0,0,1
100264,27067,0,0,0,0,0,1
100264,27072,0,0,0,0,0,1
100264,27098,0,0,0,0,0,1
100264,27104,0,0,0,0,0,1
100264,27110,0,0,0,0,0,1
100264,2714,0,0,0,0,0,1
100264,27142,0,0,0,0,0,1
100264,27157,0,0,0,1,1,1
100264,27178,0,0,0,0,0,1
100264,27184,0,0,0,0,0,1
100264,27203,0,0,0,0,0,1
100264,27258,0,0,1,1,1,1
100264,27271,0,0,0,0,0,1
100264,27287,0,0,0,0,0,1
100264,27302,1,0,0,1,0,1
100264,27318,0,0,0,0,0,1
100264,27324,0,0,0,1,0,1
100264,27353,0,0,0,0,0,1
100264,27380,0,0,0,0,0,1
100264,27394,0,0,0,0,0,1
100264,27396,1,1,0,1,0,1
100264,27402,0,0,0,0,0,1
100264,27413,0,0,0,0,0,1
100264,27431,0,0,0,0,0,1
100264,27435,0,0,0,0,0,1
100264,27490,0,0,0,0,0,1
100264,2751,0,0,0,0,0,1
100264,27512,0,0,0,0,0,1
100264,27532,0,0,0,0,0,1
100264,27558,0,0,0,0,0,1
100264,27583,0,0,0,0,0,1
100264,27636,0,0,0,0,0,1
100264,27650,0,0,0,0,0,1
100264,27681,0,0,0,0,0,1
100264,27710,0,0,0,0,0,1
100264,27745,0,0,0,0,0,1
100264,27771,0,0,0,0,0,1
100264,27774,0,0,0,0,0,1
100264,27784,0,0,0,0,0,1
100264,27789,0,0,0,1,0,1
100264,27791,0,0,0,0,0,1
100264,27811,0,0,0,0,0,1
100264,27822,0,0,0,0,0,1
100264,27825,0,0,0,0,0,1
100264,27845,0,0,0,0,0,1
100264,27873,0,0,0,0,0,1
100264,2791,0,0,0,0,0,1
100264,27977,0,0,0,0,0,1
100264,27979,0,0,0,0,0,1
100264,28004,0,0,0,0,0,1
100264,2803,0,0,0,0,0,1
100264,28039,0,0,0,0,0,1
100264,28049,0,0,0,0,0,1
100264,28141,0,0,0,0,0,1
100264,28144,0,0,0,0,0,1
100264,28176,0,0,0,0,0,1
100264,28231,0,0,0,0,0,1
100264,28239,0,0,0,0,0,1
100264,28250,0,0,0,0,0,1
100264,28295,0,0,0,0,0,1
100264,2833,0,0,0,0,0,1
100264,28332,0,0,0,0,0,1
100264,28344,0,0,0,0,0,1
100264,28416,0,0,0,0,0,1
100264,28425,0,0,0,0,0,1
100264,28436,0,0,0,0,0,1
100264,28441,0,0,0,0,0,1
100264,28449,0,0,0,0,0,1
100264,28455,0,0,0,0,0,1
100264,28551,0,0,0,0,0,1
100264,28590,0,0,0,0,0,1
100264,28628,0,0,0,0,0,1
100264,28698,0,0,0,0,0,1
100264,28711,0,0,0,0,0,1
100264,28753,0,0,0,0,0,1
100264,28783,0,0,0,0,0,1
100264,28787,0,0,0,0,0,1
100264,28793,0,0,0,0,0,1
100264,28878,0,0,0,0,0,1
100264,28884,0,0,0,0,0,1
100264,28891,0,0,0,0,0,1
100264,28940,0,0,0,0,0,1
100264,29017,0,0,0,0,0,1
100264,29070,0,0,0,0,0,1
100264,29170,0,0,0,0,0,1
100264,29174,0,0,0,0,0,1
100264,29190,0,0,0,0,0,1
100264,2923,1,0,0,0,0,1
100264,29230,0,0,0,0,0,1
100264,29268,0,0,0,0,0,1
100264,2927,0,0,0,0,0,1
100264,29286,0,0,0,0,0,1
100264,29297,0,0,0,0,0,1
100264,29305,0,0,0,0,0,1
100264,29307,0,0,0,0,0,1
100264,29421,0,0,0,0,0,1
100264,29435,0,0,0,0,0,1
100264,2947,0,0,0,0,0,1
100264,29484,0,0,0,0,0,1
100264,29494,0,0,0,0,0,1
100264,29496,0,0,0,0,0,1
100264,29499,0,0,0,1,0,1
100264,29542,0,0,0,0,0,1
100264,29554,0,0,0,0,0,1
100264,29556,0,0,0,0,0,1
100264,29577,0,0,0,0,0,1
100264,29618,0,0,0,0,0,1
100264,29683,0,0,0,0,0,1
100264,29719,0,0,0,0,0,1
100264,29768,0,0,0,0,0,1
100264,29782,0,0,0,0,0,1
100264,29796,0,0,0,0,0,1
100264,29859,0,0,0,0,0,1
100264,2988,0,0,0,0,0,1
100264,29891,0,0,0,0,0,1
100264,29918,0,0,0,0,0,1
100264,29919,0,0,0,0,0,1
100264,29938,0,0,0,0,0,1
100264,30176,0,0,0,0,0,1
100264,30215,0,0,0,0,0,1
100264,30224,0,0,0,0,0,1
100264,30247,0,0,0,0,0,1
100264,30273,0,0,0,0,0,1
100264,30288,0,0,0,0,0,1
100264,30290,0,0,0,0,0,1
100264,30353,0,0,0,0,0,1
100264,30355,0,0,0,0,0,1
100264,30427,0,0,0,0,0,1
100264,3045,0,0,0,0,0,1
100264,30497,0,0,0,1,0,1
100264,30509,0,0,0,0,0,1
100264,3053,0,0,0,0,0,1
100264,30561,0,0,0,0,0,1
100264,30586,0,0,0,0,0,1
100264,30642,0,0,0,1,0,1
100264,30672,0,0,0,0,0,1
100264,30698,0,0,0,0,0,1
100264,3071,0,0,0,0,0,1
100264,30827,0,0,0,0,0,1
100264,30930,0,0,0,0,0,1
100264,30973,0,0,0,0,0,1
100264,3098,0,0,0,0,0,1
100264,30984,0,0,0,0,0,1
100264,31010,0,0,0,1,0,1
100264,31039,0,0,0,0,0,1
100264,31047,0,0,0,0,0,1
100264,31071,0,0,0,0,0,1
100264,31162,0,0,0,0,0,1
100264,31169,0,0,0,0,0,1
100264,31247,0,0,0,0,0,1
100264,31262,0,0,0,0,0,1
100264,31433,0,0,0,0,0,1
100264,3147,0,0,0,0,0,1
100264,31525,0,0,0,0,0,1
100264,31590,0,0,0,0,0,1
100264,31634,0,0,0,0,0,1
100264,3169,0,0,0,0,0,1
100264,31742,0,0,0,0,0,1
100264,31794,0,0,0,0,0,1
100264,3187,0,0,0,0,0,1
100264,31902,0,0,0,0,0,1
100264,3191,0,0,0,0,0,1
100264,31988,0,0,0,0,0,1
100264,31990,0,0,0,0,0,1
100264,32,0,0,0,0,0,1
100264,32011,0,0,0,0,0,1
100264,32047,0,0,0,0,0,1
100264,32101,0,0,0,0,0,1
100264,3214,0,0,0,0,0,1
100264,32140,0,0,0,0,0,1
100264,32252,1,1,0,1,0,1
100264,32294,0,0,0,0,0,1
100264,32340,0,0,0,0,0,1
100264,32345,0,0,0,0,0,1
100264,324,0,0,0,0,0,1
100264,32418,0,0,0,0,0,1
100264,32477,0,0,0,0,0,1
100264,32500,0,0,0,0,0,1
100264,3252,0,0,0,0,0,1
100264,32556,0,0,0,0,0,1
100264,3256,0,0,0,0,0,1
100264,3263,0,0,0,0,0,1
100264,33192,0,0,0,0,0,1
100264,33269,0,0,0,0,0,1
100264,33376,0,0,0,0,0,1
100264,3349,0,0,0,0,0,1
100264,3355,0,0,0,0,0,1
100264,3369,0,0,0,0,0,1
100264,33763,0,0,0,0,0,1
100264,33839,0,0,0,0,0,1
100264,33929,0,0,0,0,0,1
100264,33948,0,0,0,0,0,1
100264,3400,0,0,0,0,0,1
100264,3406,0,0,0,1,0,1
100264,34067,0,0,0,0,0,1
100264,34153,0,0,0,0,0,1
100264,3423,0,0,0,0,0,1
100264,3438,0,0,0,0,0,1
100264,34620,0,0,0,1,0,1
100264,3478,0,0,0,0,0,1
100264,3482,0,0,0,0,0,1
100264,35147,0,0,0,0,0,1
100264,35213,0,0,0,0,0,1
100264,35381,0,0,0,0,0,1
100264,35511,0,0,0,0,0,1
100264,35564,0,0,0,0,0,1
100264,35582,0,0,0,0,0,1
100264,356,0,0,0,0,0,1
100264,3583,0,0,0,0,0,1
100264,35888,0,0,0,0,0,1
100264,35921,0,0,0,0,0,1
100264,36101,0,0,0,0,0,1
100264,3625,0,0,0,0,0,1
100264,36304,0,0,0,0,0,1
100264,3651,0,0,0,0,0,1
100264,366,0,0,0,0,0,1
100264,36627,0,0,0,1,1,1
100264,3673,0,0,0,0,0,1
100264,36831,0,0,0,0,0,1
100264,36885,0,0,0,1,0,1
100264,36995,0,0,0,0,0,1
100264,36999,0,0,0,0,0,1
100264,3708,0,0,0,0,0,1
100264,37092,0,0,0,0,0,1
100264,37378,0,0,0,0,0,1
100264,375,0,0,0,0,0,1
100264,3763,0,0,0,0,0,1
100264,3781,0,0,0,0,0,1
100264,37819,0,0,0,0,0,1
100264,3786,0,0,0,0,0,1
100264,38039,0,0,0,0,0,1
100264,38205,0,0,0,0,0,1
100264,38225,0,0,0,0,0,1
100264,38365,0,0,0,0,0,1
100264,38601,0,0,0,0,0,1
100264,38753,0,0,0,0,0,1
100264,39048,0,0,0,0,0,1
100264,39063,0,0,0,0,0,1
100264,39072,0,0,0,0,0,1
100264,39089,0,0,0,0,0,1
100264,3909,0,0,0,1,0,1
100264,3911,0,0,0,0,0,1
100264,39262,0,0,0,0,0,1
100264,39325,0,0,0,0,0,1
100264,3943,0,0,0,0,0,1
100264,39533,0,0,0,0,0,1
100264,397,0,0,0,0,0,1
100264,39705,0,0,0,0,0,1
100264,3978,0,0,0,0,0,1
100264,3992,0,0,0,0,0,1
100264,3996,0,0,0,0,0,1
100264,39964,0,0,0,0,0,1
100264,4012,0,0,0,1,0,1
100264,40157,0,0,0,0,0,1
100264,4022,0,0,0,0,0,1
100264,40281,0,0,0,0,0,1
100264,40290,0,0,0,0,0,1
100264,4031,0,0,0,0,0,1
100264,40462,0,0,0,0,0,1
100264,40505,0,0,0,0,0,1
100264,40540,0,0,0,0,0,1
